#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,SMILES,MNXM_ID,chebi_id,kegg_id,metMetaNetXID_new,standard_smiles,inchikey0
,1-(sn-glycero-3-phospho)-1D-myo-inositol[c],1-(sn-glycero-3-phospho)-1D-myo-inositol,,bigg.metabolite/g3pi;chebi/CHEBI:58444;kegg.compound/C01225;metanetx.chemical/MNXM1517;sbo/SBO:0000247,C9H18O11P,,c,s_0079,-1.0,O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,MNXM1517,CHEBI:58444,C01225,,O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,BMVUIWJCUQSHLZ
,1-(sn-glycero-3-phospho)-1D-myo-inositol[e],1-(sn-glycero-3-phospho)-1D-myo-inositol,,bigg.metabolite/g3pi;chebi/CHEBI:58444;kegg.compound/C01225;metanetx.chemical/MNXM1517;sbo/SBO:0000247,C9H18O11P,,e,s_0080,-1.0,O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,MNXM1517,CHEBI:58444,C01225,,O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,BMVUIWJCUQSHLZ
,1-acylglycerophosphocholine[e],1-acylglycerophosphocholine,,bigg.metabolite/pchol_cho;chebi/CHEBI:11230;kegg.compound/C04230;metanetx.chemical/MNXM96952;sbo/SBO:0000247,C9H20NO7PR,,e,s_0084,1.0,,MNXM96952,CHEBI:11230,C04230,MNXM726687,,
,1-C-(indol-3-yl)glycerol 3-phosphate[c],1-C-(indol-3-yl)glycerol 3-phosphate,,bigg.metabolite/3ig3p;chebi/CHEBI:60820;kegg.compound/C03506;metanetx.chemical/MNXM163633;sbo/SBO:0000247,C11H12NO6P,,c,s_0086,-2.0,O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12,MNXM163633,CHEBI:60820,C03506,MNXM730763,O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12,NQEQTYPJSIEPHW
,1-methylnicotinamide[c],1-methylnicotinamide,,bigg.metabolite/1mncam;chebi/CHEBI:16797;kegg.compound/C02918;metanetx.chemical/MNXM2172;sbo/SBO:0000247,C7H9N2O,,c,s_0087,1.0,C[n+]1cccc(C(N)=O)c1,MNXM2172,CHEBI:16797,C02918,,C[n+]1cccc(C(N)=O)c1,LDHMAVIPBRSVRG
,1-phosphatidyl-1D-myo-inositol backbone[c],1-phosphatidyl-1D-myo-inositolbackbone,,bigg.metabolite/pail_cho;chebi/CHEBI:57880;kegg.compound/C01194;metanetx.chemical/MNXM62;sbo/SBO:0000649,C9H15O9P,,c,s_0089,-1.0,,MNXM62,CHEBI:57880,C01194,MNXM730327,,
,1-pyrroline-3-hydroxy-5-carboxylic acid[c],1-pyrroline-3-hydroxy-5-carboxylic acid,,bigg.metabolite/1p3h5c;chebi/CHEBI:58509;kegg.compound/C04281;metanetx.chemical/MNXM114091;sbo/SBO:0000247,C5H6NO3,,c,s_0116,-1.0,O=C(O)C1CC(O)C=N1,MNXM114091,CHEBI:58509,C04281,MNXM848,O=C(O)C1CC(O)C=N1,WFOFKRKDDKGRIK
,1-pyrroline-3-hydroxy-5-carboxylic acid[m],1-pyrroline-3-hydroxy-5-carboxylic acid,,bigg.metabolite/1p3h5c;chebi/CHEBI:58509;kegg.compound/C04281;metanetx.chemical/MNXM114091;sbo/SBO:0000247,C5H6NO3,,m,s_0117,-1.0,O=C(O)C1CC(O)C=N1,MNXM114091,CHEBI:58509,C04281,MNXM848,O=C(O)C1CC(O)C=N1,WFOFKRKDDKGRIK
,1-pyrroline-5-carboxylate[c],1-pyrroline-5-carboxylate,,bigg.metabolite/1pyr5c;chebi/CHEBI:15893;kegg.compound/C04322;metanetx.chemical/MNXM1617;sbo/SBO:0000247,C5H6NO2,,c,s_0118,-1.0,O=C(O)C1CCC=N1,MNXM1617,CHEBI:15893,C04322,MNXM1105060,O=C(O)C1CCC=N1,DWAKNKKXGALPNW
,1-pyrroline-5-carboxylate[m],1-pyrroline-5-carboxylate,,bigg.metabolite/1pyr5c;chebi/CHEBI:15893;kegg.compound/C04322;metanetx.chemical/MNXM1617;sbo/SBO:0000247,C5H6NO2,,m,s_0119,-1.0,O=C(O)C1CCC=N1,MNXM1617,CHEBI:15893,C04322,MNXM1105060,O=C(O)C1CCC=N1,DWAKNKKXGALPNW
,10-formyl-THF[c],10-formyl-THF,,bigg.metabolite/10fthf;chebi/CHEBI:57454;kegg.compound/C00234;metanetx.chemical/MNXM237;sbo/SBO:0000247,C20H21N7O7,,c,s_0120,-2.0,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,MNXM237,CHEBI:57454,C00234,MNXM1102376,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,AUFGTPPARQZWDO
,10-formyl-THF[m],10-formyl-THF,,bigg.metabolite/10fthf;chebi/CHEBI:57454;kegg.compound/C00234;metanetx.chemical/MNXM237;sbo/SBO:0000247,C20H21N7O7,,m,s_0121,-2.0,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,MNXM237,CHEBI:57454,C00234,MNXM1102376,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,AUFGTPPARQZWDO
,14-demethyllanosterol[c],14-demethyllanosterol,,bigg.metabolite/44mzym;chebi/CHEBI:18364;kegg.compound/C05108;metanetx.chemical/MNXM913;sbo/SBO:0000247,C29H48O,,c,s_0122,0.0,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,MNXM913,CHEBI:18364,C05108,MNXM728840,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,CHGIKSSZNBCNDW
,"1D-myo-inositol 1,3,4,5-tetrakisphosphate[n]","1D-myo-inositol 1,3,4,5-tetrakisphosphate",,bigg.metabolite/mi1345p;chebi/CHEBI:57895;kegg.compound/C01272;metanetx.chemical/MNXM624;sbo/SBO:0000247,C6H8O18P4,,n,s_0123,-8.0,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,MNXM624,CHEBI:57895,C01272,MNXM1103713,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,CIPFCGZLFXVXBG
,"1D-myo-inositol 1,4,5,6-tetrakisphosphate[n]","1D-myo-inositol 1,4,5,6-tetrakisphosphate",,bigg.metabolite/mi3456p;chebi/CHEBI:57627;kegg.compound/C11555;metanetx.chemical/MNXM1620;sbo/SBO:0000247,C6H8O18P4,,n,s_0124,-8.0,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,MNXM1620,CHEBI:57627,C11555,MNXM1102088,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,MRVYFOANPDTYBY
,"1D-myo-inositol 1,4,5-trisphosphate[n]","1D-myo-inositol 1,4,5-trisphosphate",,bigg.metabolite/mi145p;chebi/CHEBI:203600;kegg.compound/C01245;metanetx.chemical/MNXM200;sbo/SBO:0000247,C6H9O15P3,,n,s_0125,-6.0,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,MNXM200,CHEBI:203600,C01245,MNXM728518,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,MMWCIQZXVOZEGG
,1D-myo-inositol 1-phosphate[c],1D-myo-inositol 1-phosphate,,bigg.metabolite/mi1p__D;chebi/CHEBI:58433;kegg.compound/C01177;metanetx.chemical/MNXM646;sbo/SBO:0000247,C6H11O9P,,c,s_0126,-2.0,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,MNXM646,CHEBI:58433,C01177,MNXM737935,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,INAPMGSXUVUWAF
,1D-myo-inositol 1-phosphate[er],1D-myo-inositol 1-phosphate,,bigg.metabolite/mi1p__D;chebi/CHEBI:58433;kegg.compound/C01177;metanetx.chemical/MNXM646;sbo/SBO:0000247,C6H11O9P,,er,s_0127,-2.0,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,MNXM646,CHEBI:58433,C01177,MNXM737935,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,INAPMGSXUVUWAF
,1D-myo-inositol 3-phosphate[m],1D-myo-inositol 3-phosphate,,bigg.metabolite/mi3p__D;chebi/CHEBI:58401;kegg.compound/C04006;metanetx.chemical/MNXM540;sbo/SBO:0000247,C6H11O9P,,m,s_0129,-2.0,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,MNXM540,CHEBI:58401,C04006,MNXM737935,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,INAPMGSXUVUWAF
,"2',3'-cyclic AMP[c]","2',3'-cyclic AMP",,bigg.metabolite/23camp;chebi/CHEBI:60879;kegg.compound/C02353;metanetx.chemical/MNXM2598;sbo/SBO:0000247,C10H11N5O6P,,c,s_0131,-1.0,Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OC21,MNXM2598,CHEBI:60879,C02353,,Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OC21,KMYWVDDIPVNLME
,2'-deoxyadenosine[c],2'-deoxyadenosine,,bigg.metabolite/dad_2;chebi/CHEBI:17256;kegg.compound/C00559;metanetx.chemical/MNXM625;sbo/SBO:0000247,C10H13N5O3,,c,s_0132,0.0,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,MNXM625,CHEBI:17256,C00559,,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,OLXZPDWKRNYJJZ
,2'-deoxyadenosine[e],2'-deoxyadenosine,,bigg.metabolite/dad_2;chebi/CHEBI:17256;kegg.compound/C00559;metanetx.chemical/MNXM625;sbo/SBO:0000247,C10H13N5O3,,e,s_0133,0.0,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,MNXM625,CHEBI:17256,C00559,,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,OLXZPDWKRNYJJZ
,2'-deoxyguanosine[c],2'-deoxyguanosine,,bigg.metabolite/dgsn;chebi/CHEBI:17172;kegg.compound/C00330;metanetx.chemical/MNXM647;sbo/SBO:0000247,C10H13N5O4,,c,s_0134,0.0,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,MNXM647,CHEBI:17172,C00330,,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,YKBGVTZYEHREMT
,2'-deoxyguanosine[e],2'-deoxyguanosine,,bigg.metabolite/dgsn;chebi/CHEBI:17172;kegg.compound/C00330;metanetx.chemical/MNXM647;sbo/SBO:0000247,C10H13N5O4,,e,s_0135,0.0,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,MNXM647,CHEBI:17172,C00330,,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,YKBGVTZYEHREMT
,2'-deoxyinosine[c],2'-deoxyinosine,,bigg.metabolite/din;chebi/CHEBI:28997;kegg.compound/C05512;metanetx.chemical/MNXM935;sbo/SBO:0000247,C10H12N4O4,,c,s_0136,0.0,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,MNXM935,CHEBI:28997,C05512,,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,VGONTNSXDCQUGY
,2'-deoxyinosine[e],2'-deoxyinosine,,bigg.metabolite/din;chebi/CHEBI:28997;kegg.compound/C05512;metanetx.chemical/MNXM935;sbo/SBO:0000247,C10H12N4O4,,e,s_0137,0.0,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,MNXM935,CHEBI:28997,C05512,,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,VGONTNSXDCQUGY
,2'-deoxyuridine[c],2'-deoxyuridine,,bigg.metabolite/duri;chebi/CHEBI:16450;kegg.compound/C00526;metanetx.chemical/MNXM492;sbo/SBO:0000247,C9H12N2O5,,c,s_0138,0.0,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,MNXM492,CHEBI:16450,C00526,,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,MXHRCPNRJAMMIM
,2'-deoxyuridine[e],2'-deoxyuridine,,bigg.metabolite/duri;chebi/CHEBI:16450;kegg.compound/C00526;metanetx.chemical/MNXM492;sbo/SBO:0000247,C9H12N2O5,,e,s_0139,0.0,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,MNXM492,CHEBI:16450,C00526,,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,MXHRCPNRJAMMIM
,"2,3-bisphospho-D-glyceric acid[c]","2,3-bisphospho-D-glyceric acid",,bigg.metabolite/23dpg;chebi/CHEBI:58248;kegg.compound/C01159;metanetx.chemical/MNXM892;sbo/SBO:0000247,C3H3O10P2,,c,s_0140,-5.0,O=C(O)C(COP(=O)(O)O)OP(=O)(O)O,MNXM892,CHEBI:58248,C01159,,O=C(O)C(COP(=O)(O)O)OP(=O)(O)O,XOHUEYCVLUUEJJ
,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c]","2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",,bigg.metabolite/25drapp;chebi/CHEBI:58614;kegg.compound/C01304;metanetx.chemical/MNXM648;sbo/SBO:0000247,C9H14N5O8P,,c,s_0141,-2.0,Nc1nc(NC2OC(COP(=O)(O)O)C(O)C2O)c(N)c(=O)[nH]1,MNXM648,CHEBI:58614,C01304,MNXM1103734,Nc1nc(NC2OC(COP(=O)(O)O)C(O)C2O)c(N)c(=O)[nH]1,OCLCLRXKNJCOJD
,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c]","2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",,bigg.metabolite/25dthpp;chebi/CHEBI:52957;kegg.compound/C18910;metanetx.chemical/MNXM1099;sbo/SBO:0000247,C9H16N5O8P,,c,s_0142,-2.0,Nc1nc(NCC(O)C(O)C(O)COP(=O)(O)O)c(N)c(=O)[nH]1,MNXM1099,CHEBI:52957,C18910,,Nc1nc(NCC(O)C(O)C(O)COP(=O)(O)O)c(N)c(=O)[nH]1,ACIVVGBVOVHFPQ
,2-(3-amino-3-carboxypropyl)-L-histidine[c],2-(3-amino-3-carboxypropyl)-L-histidine,,bigg.metabolite/caphis;chebi/CHEBI:17144;kegg.compound/C04441;metanetx.chemical/MNXM3804;sbo/SBO:0000247,C10H16N4O4,,c,s_0143,0.0,NC(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,MNXM3804,CHEBI:17144,C04441,,NC(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,CJCSNWWKPUXVRD
,2-[3-carboxy-3-(methylammonio)propyl]-L-histidine[c],2-[3-carboxy-3-(methylammonio)propyl]-L-histidine,,bigg.metabolite/cmaphis;chebi/CHEBI:57784;kegg.compound/C04692;metanetx.chemical/MNXM3805;sbo/SBO:0000247,C11H18N4O4,,c,s_0144,0.0,C[NH2+]C(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,MNXM3805,CHEBI:57784,C04692,MNXM735138,C[NH2+]C(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,YBMOTEQVMANKGX
,2-acetamido-5-oxopentanoate[m],2-acetamido-5-oxopentanoate,,bigg.metabolite/acg5sa;chebi/CHEBI:29123;kegg.compound/C01250;metanetx.chemical/MNXM1062;sbo/SBO:0000247,C7H10NO4,,m,s_0145,-1.0,CC(=O)NC(CCC=O)C(=O)O,MNXM1062,CHEBI:29123,C01250,,CC(=O)NC(CCC=O)C(=O)O,BCPSFKBPHHBDAI
,2-acetyllactic acid[m],2-acetyllactic acid,,chebi/CHEBI:57774;kegg.compound/C00900;metanetx.chemical/MNXM426;sbo/SBO:0000247,C5H7O4,,m,s_0146,-1.0,CC(=O)C(C)(O)C(=O)O,MNXM426,CHEBI:57774,C00900,MNXM726861,CC(=O)C(C)(O)C(=O)O,NMDWGEGFJUBKLB
,2-amino-3-carboxymuconate-6-semialdehyde[c],2-amino-3-carboxymuconate-6-semialdehyde,,bigg.metabolite/cmusa;chebi/CHEBI:29044;kegg.compound/C04409;metanetx.chemical/MNXM1372;sbo/SBO:0000247,C7H6NO5,,c,s_0147,-1.0,NC(C(=O)O)=C(C=CC=O)C(=O)O,MNXM1372,CHEBI:29044,C04409,MNXM728212,NC(C(=O)O)=C(C=CC=O)C(=O)O,KACPVQQHDVBVFC
,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol[m]","2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",,bigg.metabolite/6hmhpt;chebi/CHEBI:17083;kegg.compound/C01300;metanetx.chemical/MNXM937;sbo/SBO:0000247,C7H9N5O2,,m,s_0148,0.0,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,MNXM937,CHEBI:17083,C01300,MNXM728662,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,CQQNNQTXUGLUEV
,2-dehydropantoate[c],2-dehydropantoate,,bigg.metabolite/2dhp;chebi/CHEBI:11561;kegg.compound/C00966;metanetx.chemical/MNXM959;sbo/SBO:0000247,C6H9O4,,c,s_0149,-1.0,CC(C)(CO)C(=O)C(=O)O,MNXM959,CHEBI:11561,C00966,,CC(C)(CO)C(=O)C(=O)O,PKVVTUWHANFMQC
,2-dehydropantoate[m],2-dehydropantoate,,bigg.metabolite/2dhp;chebi/CHEBI:11561;kegg.compound/C00966;metanetx.chemical/MNXM959;sbo/SBO:0000247,C6H9O4,,m,s_0150,-1.0,CC(C)(CO)C(=O)C(=O)O,MNXM959,CHEBI:11561,C00966,,CC(C)(CO)C(=O)C(=O)O,PKVVTUWHANFMQC
,2-deoxy-D-ribose[c],2-deoxy-D-ribose,,bigg.metabolite/drib;chebi/CHEBI:28816;kegg.compound/C01801;metanetx.chemical/MNXM2474;sbo/SBO:0000247,C5H10O4,,c,s_0152,0.0,O=CCC(O)C(O)CO,MNXM2474,CHEBI:28816,C01801,MNXM731175,O=CCC(O)C(O)CO,ASJSAQIRZKANQN
,2-deoxy-D-ribose 5-phosphate[c],2-deoxy-D-ribose 5-phosphate,,bigg.metabolite/2dr5p;chebi/CHEBI:57651;kegg.compound/C00673;metanetx.chemical/MNXM2179;sbo/SBO:0000247,C5H9O7P,,c,s_0153,-2.0,O[C@H](COP([O-])([O-])=O)[C@@H](O)CC=O,MNXM2179,CHEBI:57651,C00673,MNXM732593,O=CC[C@H](O)[C@H](O)COP(=O)([O-])[O-],ALQNUOMIEBHXQG
,"2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m]","2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone",,bigg.metabolite/2hpmhmbq;chebi/CHEBI:28753;kegg.compound/C05805;metanetx.chemical/MNXM5466;sbo/SBO:0000247,C38H56O4,,m,s_0154,0.0,COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,MNXM5466,CHEBI:28753,C05805,MNXM738004,COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,YPBJTTYNKXYYKL
,"2-hexaprenyl-6-methoxy-1,4-benzoquinone[m]","2-hexaprenyl-6-methoxy-1,4-benzoquinone",,bigg.metabolite/2hp6mbq;chebi/CHEBI:27752;kegg.compound/C05803;metanetx.chemical/MNXM6707;sbo/SBO:0000247,C37H54O3,,m,s_0155,0.0,COC1=CC(=O)C=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,MNXM6707,CHEBI:27752,C05803,,COC1=CC(=O)C=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,SCPRZSDIZDIQOW
,"2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m]","2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone",,bigg.metabolite/2hpmmbq;chebi/CHEBI:28711;kegg.compound/C05804;metanetx.chemical/MNXM6067;sbo/SBO:0000247,C38H56O3,,m,s_0156,0.0,COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,MNXM6067,CHEBI:28711,C05804,,COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,RLVSEUWSBSQQOE
,2-hexaprenyl-6-methoxyphenol[m],2-hexaprenyl-6-methoxyphenol,,bigg.metabolite/2hp6mp;chebi/CHEBI:1109;kegg.compound/C05802;metanetx.chemical/MNXM4291;sbo/SBO:0000247,C37H56O2,,m,s_0157,0.0,COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O,MNXM4291,CHEBI:1109,C05802,,COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O,WVPRAWNIVDFQBO
,2-hydroxy-3-oxobutyl phosphate[c],2-hydroxy-3-oxobutyl phosphate,,bigg.metabolite/db4p;chebi/CHEBI:50606;kegg.compound/C15556;metanetx.chemical/MNXM2323;sbo/SBO:0000247,C4H7O6P,,c,s_0158,-2.0,CC(=O)C(O)COP(=O)(O)O,MNXM2323,CHEBI:50606,C15556,MNXM1102294,CC(=O)C(O)COP(=O)(O)O,OKYHYXLCTGGOLM
,2-hydroxyhexadecanal[er],2-hydroxyhexadecanal,,bigg.metabolite/2hhxdal;chebi/CHEBI:50626;metanetx.chemical/MNXM35167;sbo/SBO:0000247,C16H32O2,,er,s_0161,0.0,CCCCCCCCCCCCCCC(O)C=O,MNXM35167,CHEBI:50626,,,CCCCCCCCCCCCCCC(O)C=O,BKBDVQVDRVGXKT
,2-isopropylmalate[c],2-isopropylmalate,,bigg.metabolite/3c3hmp;chebi/CHEBI:28107;kegg.compound/C02504;metanetx.chemical/MNXM164143;sbo/SBO:0000247,C7H10O5,,c,s_0162,-2.0,CC(C)C(O)(CC(=O)O)C(=O)O,MNXM164143,CHEBI:28107,C02504,MNXM730929,CC(C)C(O)(CC(=O)O)C(=O)O,BITYXLXUCSKTJS
,2-isopropylmalate[e],2-isopropylmalate,,bigg.metabolite/3c3hmp;chebi/CHEBI:28107;kegg.compound/C02504;metanetx.chemical/MNXM164143;sbo/SBO:0000247,C7H10O5,,e,s_0163,-2.0,CC(C)C(O)(CC(=O)O)C(=O)O,MNXM164143,CHEBI:28107,C02504,MNXM730929,CC(C)C(O)(CC(=O)O)C(=O)O,BITYXLXUCSKTJS
,2-isopropylmalate[m],2-isopropylmalate,,bigg.metabolite/3c3hmp;chebi/CHEBI:28107;kegg.compound/C02504;metanetx.chemical/MNXM164143;sbo/SBO:0000247,C7H10O5,,m,s_0164,-2.0,CC(C)C(O)(CC(=O)O)C(=O)O,MNXM164143,CHEBI:28107,C02504,MNXM730929,CC(C)C(O)(CC(=O)O)C(=O)O,BITYXLXUCSKTJS
,2-isopropylmaleic acid[c],2-isopropylmaleic acid,,bigg.metabolite/2ippm;chebi/CHEBI:58085;kegg.compound/C02631;metanetx.chemical/MNXM1706;sbo/SBO:0000247,C7H8O4,,c,s_0165,-2.0,CC(C)C(=CC(=O)O)C(=O)O,MNXM1706,CHEBI:58085,C02631,,CC(C)C(=CC(=O)O)C(=O)O,NJMGRJLQRLFQQX
,2-methylbutanal[c],2-methylbutanal,,bigg.metabolite/2mbald;chebi/CHEBI:16182;kegg.compound/C02223;metanetx.chemical/MNXM2604;sbo/SBO:0000247,C5H10O,,c,s_0166,0.0,CCC(C)C=O,MNXM2604,CHEBI:16182,C02223,,CCC(C)C=O,BYGQBDHUGHBGMD
,2-methylbutanal[e],2-methylbutanal,,bigg.metabolite/2mbald;chebi/CHEBI:16182;kegg.compound/C02223;metanetx.chemical/MNXM2604;sbo/SBO:0000247,C5H10O,,e,s_0167,0.0,CCC(C)C=O,MNXM2604,CHEBI:16182,C02223,,CCC(C)C=O,BYGQBDHUGHBGMD
,2-methylbutanal[m],2-methylbutanal,,bigg.metabolite/2mbald;chebi/CHEBI:16182;kegg.compound/C02223;metanetx.chemical/MNXM2604;sbo/SBO:0000247,C5H10O,,m,s_0168,0.0,CCC(C)C=O,MNXM2604,CHEBI:16182,C02223,,CCC(C)C=O,BYGQBDHUGHBGMD
,2-methylbutanol[c],2-methylbutanol,,bigg.metabolite/2mbtoh;chebi/CHEBI:48945;metanetx.chemical/MNXM5476;sbo/SBO:0000247,C5H12O,,c,s_0169,0.0,CCC(C)CO,MNXM5476,CHEBI:48945,,,CCC(C)CO,QPRQEDXDYOZYLA
,2-methylbutanol[e],2-methylbutanol,,bigg.metabolite/2mbtoh;chebi/CHEBI:48945;metanetx.chemical/MNXM5476;sbo/SBO:0000247,C5H12O,,e,s_0170,0.0,CCC(C)CO,MNXM5476,CHEBI:48945,,,CCC(C)CO,QPRQEDXDYOZYLA
,2-methylbutanol[m],2-methylbutanol,,bigg.metabolite/2mbtoh;chebi/CHEBI:48945;metanetx.chemical/MNXM5476;sbo/SBO:0000247,C5H12O,,m,s_0171,0.0,CCC(C)CO,MNXM5476,CHEBI:48945,,,CCC(C)CO,QPRQEDXDYOZYLA
,2-methylbutyl acetate[c],2-methylbutyl acetate,,bigg.metabolite/2mbac;chebi/CHEBI:50585;metanetx.chemical/MNXM35277;sbo/SBO:0000247,C7H14O2,,c,s_0172,0.0,CCC(C)COC(C)=O,MNXM35277,CHEBI:50585,,,CCC(C)COC(C)=O,XHIUFYZDQBSEMF
,2-methylbutyl acetate[e],2-methylbutyl acetate,,bigg.metabolite/2mbac;chebi/CHEBI:50585;metanetx.chemical/MNXM35277;sbo/SBO:0000247,C7H14O2,,e,s_0173,0.0,CCC(C)COC(C)=O,MNXM35277,CHEBI:50585,,,CCC(C)COC(C)=O,XHIUFYZDQBSEMF
,2-methylcitrate[m],2-methylcitrate,,bigg.metabolite/2mcit;chebi/CHEBI:15598;kegg.compound/C02225;metanetx.chemical/MNXM90279;sbo/SBO:0000247,C7H7O7,,m,s_0174,-3.0,CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,MNXM90279,CHEBI:15598,C02225,MNXM741275,CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,YNOXCRMFGMSKIJ
,2-oxoadipic acid[c],2-oxoadipic acid,,bigg.metabolite/2oxoadp;chebi/CHEBI:57499;kegg.compound/C00322;metanetx.chemical/MNXM263;sbo/SBO:0000247,C6H6O5,,c,s_0176,-2.0,O=C(O)CCCC(=O)C(=O)O,MNXM263,CHEBI:57499,C00322,,O=C(O)CCCC(=O)C(=O)O,FGSBNBBHOZHUBO
