Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-cysteine,43,rxn2215,L-cysteine + N4-Acetylaminobutanal => N-acetylputrescine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,44,rxn2216,L-cysteine + L-glutamic 5-semialdehyde => ornithine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,45,rxn2281,L-cysteine + 5-oxo-L-proline => L-gamma-glutamyl-L-cysteine,YBR248C or YER163C or YHR018C or YLR359W or YIR032C or YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-cysteine,46,rxn2368,L-cysteine + 2-Oxoglutaramate => L-glutamine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,47,rxn2458,3 ATP + H2O + L-cysteine + L-glutamate + L-glycine => 3 AMP + 3 diphosphate + glutathione + 3 H+,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-cysteine,48,rxn2459,2-oxoglutarate + 3 ATP + H2O + L-cysteine + L-glycine => 3 AMP + 3 diphosphate + 3 H+ + N-(4-oxoglutarate)-L-cysteinylglycine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-cysteine,49,rxn2537,L-cysteine + 3-oxopropanoate => beta-alanine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,50,rxn2550,L-cysteine + (S)-Methylmalonate semialdehyde => 3-mercaptopyruvate + 3-aminoisobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,51,rxn3174,H2O + L-cysteine + oxygen => ammonium + hydrogen peroxide + 3-mercaptopyruvate,YBR035C or YFR033C
L-serine,1,rxn72,L-serine + pe(16:1/0:0) => ethanolamine + 1-acylglycerophosphoserine (16:1),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,2,rxn414,H+ + L-serine + sn-glycero-3-phosphoethanolamine => ethanolamine + sn-glycero-3-phosphoserine,YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,3,rxn415,H+ + L-serine + sn-glycero-3-phosphocholine => choline + sn-glycero-3-phosphoserine,YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,4,rxn855,"2 H+ + L-serine + phosphatidate (1-18:1, 2-18:1) => H2O + phosphatidyl-L-serine (1-18:0, 2-18:1)",YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,5,rxn858,"2 H+ + L-serine + phosphatidate (1-16:1, 2-18:1) => H2O + phosphatidyl-L-serine (1-16:1, 2-18:1)",YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,6,rxn859,"2 H+ + L-serine + phosphatidate (1-16:1, 2-16:1) => H2O + phosphatidyl-L-serine (1-16:0, 2-16:1)",YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,7,rxn862,2 H+ + L-serine + 1-acyl-sn-glycerol 3-phosphate (18:1) => H2O + 1-acylglycerophosphoserine (18:1),YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,8,rxn863,2 H+ + L-serine + 1-acyl-sn-glycerol 3-phosphate (16:1) => H2O + 1-acylglycerophosphoserine (16:1),YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,9,rxn1105,L-serine + 1-acylglycerophosphocholine (18:0) => choline + 1-acylglycerophosphoserine (18:0),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,10,rxn1106,L-serine + 1-acylglycerophosphocholine (16:0) => choline + 1-acylglycerophosphoserine (16:0),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,11,rxn1314,"H+ + L-serine + pe(18:1/18:1) => ethanolamine + phosphatidyl-L-serine (1-18:0, 2-18:1)",YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,12,rxn1315,"H+ + L-serine + pe(18:0/18:1) => ethanolamine + phosphatidyl-L-serine (1-18:0, 2-18:1)",YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,13,rxn1316,H+ + L-serine + pe(18:1/0:0) => ethanolamine + 1-acylglycerophosphoserine (18:1),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,14,rxn1317,H+ + L-serine + pe(16:1/0:0) => ethanolamine + 1-acylglycerophosphoserine (16:1),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,15,rxn1318,H+ + L-serine + pe(18:0/0:0) => ethanolamine + 1-acylglycerophosphoserine (18:0),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,16,rxn1504,L-serine + acetamide => ammonium + n-acetyl-dl-serine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-serine,17,rxn2074,H+ + L-serine + 1-acyl-sn-glycerol 3-phosphate (16:1) => H2O + 1-acylglycerophosphoserine (16:1),YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,18,rxn2375,H+ + L-serine + 1-acyl-sn-glycerol 3-phosphate (18:0) => H2O + 1-acylglycerophosphoserine (18:0),YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,19,rxn2376,H+ + L-serine + 1-acyl-sn-glycerol 3-phosphate (16:0) => H2O + 1-acylglycerophosphoserine (16:0),YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,20,rxn2377,H+ + L-serine + 1-acyl-sn-glycerol 3-phosphate (18:1) => H2O + 1-acylglycerophosphoserine (18:1),YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,21,rxn2378,"H+ + L-serine + phosphatidate (1-18:1, 2-18:1) => H2O + phosphatidyl-L-serine (1-18:0, 2-18:1)",YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,22,rxn2379,"H+ + L-serine + phosphatidate (1-16:1, 2-18:1) => H2O + phosphatidyl-L-serine (1-16:1, 2-18:1)",YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,23,rxn2380,"H+ + L-serine + phosphatidate (1-16:1, 2-16:1) => H2O + phosphatidyl-L-serine (1-16:0, 2-16:1)",YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
L-serine,24,rxn2396,H+ + L-serine => carbon dioxide + ethanolamine,YNL169C or YGR087C or YNR043W or YLL028W or YNL052W or YDR380W or YDL080C or YLR044C or YKL088W or YKR072C or YEL021W or YOR128C or YKR097W or YOL052C or YKL184W or YDR539W or YER010C or YDR047W or YMR250W or YLR134W
L-serine,25,rxn2569,L-serine + selenohomocysteine => H2O + selenocystathionine,YGL009C or YMR323W or YGR254W or YGL040C or YOR391C or YDR234W or YNL335W or YJR024C or YPL262W or YKR009C or YHL018W or YDR533C or YGR155W or YJR016C or YHR140W or YPL280W or YJL097W or YJL200C or YOR202W or YNL036W or YPR002W or YDR222W or YPR170W-B or YGL026C or YKL058W or YPL281C or YOR145C or YPL078C or YJR044C or YLR304C or YHR067W or YHR174W or YNL316C or YCR061W or YOR278W or YFL061W or YMR322C or YKL151C or YOR393W
L-serine,26,rxn3073,H+ + iron(2+) + L-serine => H2O + L-cysteine,YGL009C or YMR323W or YGR254W or YGL040C or YOR391C or YDR234W or YNL335W or YJR024C or YPL262W or YKR009C or YHL018W or YDR533C or YGR155W or YJR016C or YHR140W or YPL280W or YJL097W or YJL200C or YOR202W or YNL036W or YPR002W or YDR222W or YPR170W-B or YGL026C or YKL058W or YPL281C or YOR145C or YPL078C or YJR044C or YLR304C or YHR067W or YHR174W or YNL316C or YCR061W or YOR278W or YFL061W or YMR322C or YKL151C or YOR393W or YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W
L-serine,27,rxn3080,"L-serine + pe(18:1/18:1) => ethanolamine + phosphatidyl-L-serine (1-18:0, 2-18:1)",YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,28,rxn3081,"L-serine + pe(18:0/18:1) => ethanolamine + phosphatidyl-L-serine (1-18:0, 2-18:1)",YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,29,rxn3082,"L-serine + phosphatidylethanolamine (1-18:1, 2-16:1) => ethanolamine + phosphatidyl-L-serine (1-16:1, 2-18:1)",YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,30,rxn3083,"L-serine + phosphatidylethanolamine (1-16:1, 2-16:1) => ethanolamine + phosphatidyl-L-serine (1-16:0, 2-16:1)",YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,31,rxn3084,L-serine + pe(18:1/0:0) => ethanolamine + 1-acylglycerophosphoserine (18:1),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,32,rxn3085,L-serine + pe(18:0/0:0) => ethanolamine + 1-acylglycerophosphoserine (18:0),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-serine,33,rxn3086,L-serine + pe(16:0/0:0) => ethanolamine + 1-acylglycerophosphoserine (16:0),YNL130C or YBR243C or YHR123W or YDR414C or YKR051W or YBR147W or YCL004W or YER026C or YDL142C or YGR170W or YPL148C or YPR113W or YGL154C or YOL092W
L-homoserine,1,rxn1773,2-oxoglutarate + L-homoserine + oxygen => 4-hydroxy-L-threonine + carbon dioxide + succinate,YLL057C or YER051W or YKL195W
L-homoserine,2,rxn1776,L-homoserine + oxaloacetate + oxygen => 4-hydroxy-L-threonine + carbon dioxide + malonate,YLL057C or YER051W or YKL195W
L-homoserine,3,rxn1779,4-hydroxy-2-oxoglutarate + L-homoserine + oxygen => (S)-malate + 4-hydroxy-L-threonine + carbon dioxide,YLL057C or YER051W or YKL195W
L-homoserine,4,rxn1782,2-oxobutanoate + L-homoserine + oxygen => 4-hydroxy-L-threonine + carbon dioxide + propionate,YLL057C or YER051W or YKL195W
L-homoserine,5,rxn2280,L-homoserine => 2-oxobutanoate + ammonium,YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W
L-homoserine,6,rxn2319,ATP + L-homoserine + succinate => AMP + diphosphate + O-succinyl-L-homoserine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-homoserine,7,rxn2343,H+ + L-homoserine + succinyl-CoA => coenzyme A + O-succinyl-L-homoserine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
